X         ,Y         ,Z       ,ID 
  -0.16730574   0.09791451   0.29632990   0.79546746 
  -0.17449083   0.10102180   0.29632996   0.81117412 
  -0.18021125   0.10450242   0.29633001   0.81775033 
  -0.18494331   0.10823497   0.29633004   0.82080770 
  -0.18892206   0.11215953   0.29633007   0.82226639 
  -0.19228194   0.11624185   0.29633010   0.82294244 
  -0.17214827   0.09986723   0.29500306   0.14303000 
  -0.16078393   0.09611604   0.29500322   0.14808662 
  -0.15224093   0.09506398   0.29500334   0.14985749 
  -0.14510803   0.09526053   0.29500345   0.15131324 
  -0.13883071   0.09624855   0.29500355   0.15304755 
  -0.13310098   0.09785515   0.29500365   0.15530128 
  -0.12770197   0.10004674   0.29500375   0.15822053 
  -0.12243335   0.10291324   0.29500384   0.16182908 
  -0.15732929   0.09551874   0.29499647   0.74476955 
  -0.16730574   0.09791451   0.29499656   0.79546746 
  -0.17449083   0.10102180   0.29499663   0.81117412 
  -0.18021125   0.10450242   0.29499667   0.81775033 
  -0.18494331   0.10823497   0.29499671   0.82080770 
  -0.18892206   0.11215953   0.29499674   0.82226639 
  -0.19228194   0.11624185   0.29499676   0.82294244 
  -0.17214827   0.09986723   0.29366972   0.14303000 
  -0.16078393   0.09611604   0.29366988   0.14808662 
  -0.15224093   0.09506398   0.29367001   0.14985749 
  -0.14510803   0.09526053   0.29367012   0.15131324 
  -0.13883071   0.09624855   0.29367022   0.15304755 
  -0.13310098   0.09785515   0.29367032   0.15530128 
  -0.12770197   0.10004674   0.29367041   0.15822053 
  -0.12243335   0.10291324   0.29367051   0.16182908 
  -0.15732929   0.09551874   0.29366314   0.74476955 
  -0.16730574   0.09791451   0.29366323   0.79546746 
  -0.17449083   0.10102180   0.29366329   0.81117412 
  -0.18021125   0.10450242   0.29366334   0.81775033 
  -0.18494331   0.10823497   0.29366338   0.82080770 
  -0.18892206   0.11215953   0.29366341   0.82226639 
  -0.19228194   0.11624185   0.29366343   0.82294244 
  -0.17214827   0.09986723   0.29233639   0.14303000 
  -0.16078393   0.09611604   0.29233655   0.14808662 
  -0.15224093   0.09506398   0.29233668   0.14985749 
  -0.14510803   0.09526053   0.29233679   0.15131324 
  -0.13883071   0.09624855   0.29233689   0.15304755 
  -0.13310098   0.09785515   0.29233698   0.15530128 
  -0.12770197   0.10004674   0.29233708   0.15822053 
  -0.12243335   0.10291324   0.29233717   0.16182908 
  -0.15732929   0.09551874   0.29232981   0.74476955 
  -0.16730574   0.09791451   0.29232990   0.79546746 
  -0.17449083   0.10102180   0.29232996   0.81117412 
  -0.18021125   0.10450242   0.29233001   0.81775033 
  -0.18494331   0.10823497   0.29233004   0.82080770 
  -0.18892206   0.11215953   0.29233007   0.82226639 
  -0.19228194   0.11624185   0.29233010   0.82294244 
  -0.17214827   0.09986723   0.29100306   0.14303000 
  -0.16078393   0.09611604   0.29100322   0.14808662 
  -0.15224093   0.09506398   0.29100334   0.14985749 
  -0.14510803   0.09526053   0.29100345   0.15131324 
  -0.13883071   0.09624855   0.29100355   0.15304755 
  -0.13310098   0.09785515   0.29100365   0.15530128 
  -0.12770197   0.10004674   0.29100375   0.15822053 
  -0.12243335   0.10291324   0.29100384   0.16182908 
  -0.15732929   0.09551874   0.29099647   0.74476955 
  -0.16730574   0.09791451   0.29099656   0.79546746 
  -0.17449083   0.10102180   0.29099663   0.81117412 
  -0.18021125   0.10450242   0.29099667   0.81775033 
  -0.18494331   0.10823497   0.29099671   0.82080770 
  -0.18892206   0.11215953   0.29099674   0.82226639 
  -0.19228194   0.11624185   0.29099676   0.82294244 
  -0.17214827   0.09986723   0.28966972   0.14303001 
  -0.16078393   0.09611604   0.28966988   0.14808662 
  -0.15224093   0.09506398   0.28967001   0.14985749 
  -0.14510803   0.09526053   0.28967012   0.15131324 
  -0.13883071   0.09624855   0.28967022   0.15304755 
  -0.13310098   0.09785515   0.28967032   0.15530128 
  -0.12770197   0.10004674   0.28967041   0.15822053 
  -0.12243335   0.10291324   0.28967051   0.16182908 
  -0.15732929   0.09551874   0.28966314   0.74476955 
  -0.16730574   0.09791451   0.28966323   0.79546746 
  -0.17449083   0.10102180   0.28966329   0.81117412 
  -0.18021125   0.10450242   0.28966334   0.81775033 
  -0.18494331   0.10823497   0.28966338   0.82080770 
  -0.18892206   0.11215953   0.28966341   0.82226639 
  -0.19228194   0.11624185   0.28966343   0.82294244 
  -0.17214827   0.09986723   0.28833639   0.14303001 
  -0.16078393   0.09611604   0.28833655   0.14808662 
  -0.15224093   0.09506398   0.28833668   0.14985749 
  -0.14510803   0.09526053   0.28833679   0.15131324 
  -0.13883071   0.09624855   0.28833689   0.15304755 
  -0.13310098   0.09785515   0.28833698   0.15530128 
  -0.12770197   0.10004674   0.28833708   0.15822053 
  -0.12243335   0.10291324   0.28833717   0.16182908 
  -0.15732929   0.09551874   0.28832981   0.74476956 
  -0.16730574   0.09791451   0.28832990   0.79546746 
  -0.17449083   0.10102180   0.28832996   0.81117412 
  -0.18021125   0.10450242   0.28833001   0.81775033 
  -0.18494331   0.10823497   0.28833004   0.82080770 
  -0.18892206   0.11215953   0.28833007   0.82226639 
  -0.19228194   0.11624185   0.28833010   0.82294244 
  -0.17214827   0.09986723   0.28700306   0.14303001 
  -0.16078393   0.09611604   0.28700322   0.14808662 
  -0.15224093   0.09506398   0.28700334   0.14985749 
  -0.14510803   0.09526053   0.28700345   0.15131324 
  -0.13883071   0.09624855   0.28700355   0.15304755 
  -0.13310098   0.09785515   0.28700365   0.15530128 
  -0.12770197   0.10004674   0.28700375   0.15822053 
  -0.12243335   0.10291324   0.28700384   0.16182908 
  -0.15732929   0.09551874   0.28699647   0.74476956 
  -0.16730574   0.09791451   0.28699656   0.79546747 
  -0.17449083   0.10102180   0.28699663   0.81117412 
  -0.18021125   0.10450242   0.28699667   0.81775033 
  -0.18494331   0.10823497   0.28699671   0.82080770 
  -0.18892206   0.11215953   0.28699674   0.82226639 
  -0.19228194   0.11624185   0.28699676   0.82294244 
  -0.17214826   0.09986723   0.28566972   0.14303001 
  -0.16078393   0.09611604   0.28566988   0.14808662 
  -0.15224093   0.09506398   0.28567001   0.14985749 
  -0.14510803   0.09526053   0.28567012   0.15131324 
  -0.13883071   0.09624855   0.28567022   0.15304755 
  -0.13310098   0.09785515   0.28567032   0.15530128 
  -0.12770197   0.10004674   0.28567041   0.15822053 
  -0.12243335   0.10291324   0.28567051   0.16182908 
  -0.15732929   0.09551874   0.28566314   0.74476956 
  -0.16730574   0.09791451   0.28566323   0.79546747 
  -0.17449083   0.10102180   0.28566329   0.81117412 
  -0.18021125   0.10450242   0.28566334   0.81775033 
  -0.18494331   0.10823497   0.28566338   0.82080770 
  -0.18892206   0.11215953   0.28566341   0.82226639 
  -0.19228194   0.11624185   0.28566343   0.82294244 
  -0.17214826   0.09986723   0.28433639   0.14303001 
  -0.16078393   0.09611604   0.28433655   0.14808662 
  -0.15224093   0.09506398   0.28433668   0.14985749 
  -0.14510803   0.09526053   0.28433679   0.15131324 
  -0.13883071   0.09624855   0.28433689   0.15304755 
  -0.13310098   0.09785515   0.28433698   0.15530128 
  -0.12770197   0.10004674   0.28433708   0.15822053 
  -0.12243335   0.10291324   0.28433717   0.16182908 
  -0.15732929   0.09551874   0.28432981   0.74476956 
  -0.16730574   0.09791451   0.28432990   0.79546747 
  -0.17449083   0.10102180   0.28432996   0.81117412 
  -0.18021125   0.10450242   0.28433001   0.81775033 
  -0.18494331   0.10823497   0.28433004   0.82080770 
  -0.18892206   0.11215953   0.28433007   0.82226639 
  -0.19228194   0.11624185   0.28433010   0.82294244 
  -0.17214826   0.09986723   0.28300306   0.14303001 
  -0.16078393   0.09611604   0.28300322   0.14808662 
  -0.15224093   0.09506398   0.28300334   0.14985749 
  -0.14510803   0.09526053   0.28300345   0.15131324 
  -0.13883071   0.09624855   0.28300355   0.15304755 
  -0.13310098   0.09785515   0.28300365   0.15530128 
  -0.12770197   0.10004674   0.28300375   0.15822053 
  -0.12243335   0.10291324   0.28300384   0.16182908 
  -0.15732929   0.09551874   0.28299647   0.74476957 
  -0.16730574   0.09791451   0.28299656   0.79546747 
  -0.17449083   0.10102180   0.28299663   0.81117412 
  -0.18021125   0.10450242   0.28299667   0.81775033 
  -0.18494331   0.10823497   0.28299671   0.82080770 
  -0.18892206   0.11215953   0.28299674   0.82226639 
  -0.19228194   0.11624185   0.28299676   0.82294244 
  -0.17214826   0.09986723   0.28166972   0.14303001 
  -0.16078393   0.09611604   0.28166988   0.14808662 
  -0.15224093   0.09506398   0.28167001   0.14985749 
  -0.14510803   0.09526053   0.28167012   0.15131324 
  -0.13883071   0.09624855   0.28167022   0.15304755 
  -0.13310098   0.09785515   0.28167032   0.15530128 
  -0.12770197   0.10004674   0.28167041   0.15822053 
  -0.12243335   0.10291324   0.28167051   0.16182908 
  -0.15732929   0.09551874   0.28166314   0.74476957 
  -0.16730574   0.09791451   0.28166323   0.79546747 
  -0.17449083   0.10102180   0.28166329   0.81117412 
  -0.18021125   0.10450242   0.28166334   0.81775033 
  -0.18494331   0.10823497   0.28166338   0.82080770 
  -0.18892206   0.11215953   0.28166341   0.82226639 
  -0.19228194   0.11624185   0.28166343   0.82294244 
  -0.17214826   0.09986723   0.28033639   0.14303001 
  -0.16078393   0.09611604   0.28033655   0.14808662 
  -0.15224093   0.09506398   0.28033668   0.14985749 
  -0.14510803   0.09526053   0.28033679   0.15131324 
  -0.13883071   0.09624855   0.28033689   0.15304755 
  -0.13310098   0.09785515   0.28033698   0.15530128 
  -0.12770197   0.10004674   0.28033708   0.15822053 
  -0.12243335   0.10291324   0.28033717   0.16182908 
  -0.15732929   0.09551874   0.28032981   0.74476957 
  -0.16730574   0.09791451   0.28032990   0.79546747 
  -0.17449083   0.10102180   0.28032996   0.81117412 
  -0.18021125   0.10450242   0.28033001   0.81775033 
  -0.18494331   0.10823497   0.28033004   0.82080770 
  -0.18892206   0.11215953   0.28033007   0.82226639 
  -0.19228194   0.11624185   0.28033010   0.82294244 
  -0.17214826   0.09986723   0.27900306   0.14303001 
  -0.16078393   0.09611604   0.27900322   0.14808662 
  -0.15224093   0.09506398   0.27900334   0.14985749 
  -0.14510803   0.09526053   0.27900345   0.15131324 
  -0.13883071   0.09624856   0.27900355   0.15304755 
  -0.13310098   0.09785515   0.27900365   0.15530128 
  -0.12770197   0.10004674   0.27900375   0.15822053 
  -0.12243335   0.10291324   0.27900384   0.16182908 
  -0.15732929   0.09551874   0.27899647   0.74476957 
  -0.16730574   0.09791451   0.27899656   0.79546747 
  -0.17449083   0.10102180   0.27899663   0.81117412 
  -0.18021125   0.10450242   0.27899667   0.81775033 
  -0.18494331   0.10823497   0.27899671   0.82080770 
  -0.18892206   0.11215953   0.27899674   0.82226639 
  -0.19228194   0.11624185   0.27899676   0.82294244 
